DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE,DRUG_1_QID,DRUG_2_QID,EVENT_QID,SOURCING_QID
ritonavir,sufentanil,Respiratory depression,10038678,Theoretical,85762,56795,Q422618,Q417915,Q3044895,Q18603603
clarithromycin,sufentanil,Respiratory depression,10038678,Theoretical,21212,56795,Q118551,Q417915,Q3044895,Q18603603
sufentanil,crizotinib,Respiratory depression,10038678,Theoretical,56795,1148495,Q417915,Q5186964,Q3044895,Q18603603
sufentanil,cobicistat,Respiratory depression,10038678,Theoretical,56795,1306284,Q417915,Q5138908,Q3044895,Q18603603
sufentanil,idelalisib,Respiratory depression,10038678,Theoretical,56795,1544460,Q417915,Q5908266,Q3044895,Q18603603
ketoconazole,sufentanil,Respiratory depression,10038678,Theoretical,6135,56795,Q407883,Q417915,Q3044895,Q18603603
itraconazole,vinflunine,Electrocardiogram QT prolonged,10014387,Theoretical,28031,,Q411229,,Q653924,Q18603603
ritonavir,vinflunine,Electrocardiogram QT prolonged,10014387,Theoretical,85762,,Q422618,,Q653924,Q18603603
quetiapine,posaconazole,Electrocardiogram QT prolonged,10014387,Theoretical,51272,282446,Q408535,Q906453,Q653924,Q18603603
itraconazole,dronedarone,Electrocardiogram QT prolonged,10014387,Theoretical,28031,233698,Q411229,Q408637,Q653924,Q18603603
tacrolimus,ranolazine,Electrocardiogram QT prolonged,10014387,Theoretical,42316,35829,Q411648,Q907104,Q653924,Q18603603
tacrolimus,voriconazole,Electrocardiogram QT prolonged,10014387,Established,42316,121243,Q411648,Q412236,Q653924,Q123505415
ketoconazole,pazopanib,Electrocardiogram QT prolonged,10014387,Established,6135,714438,Q407883,Q7157043,Q653924,Q123505415
itraconazole,crizotinib,Electrocardiogram QT prolonged,10014387,Established,28031,1148495,Q411229,Q5186964,Q653924,Q123505415
ritonavir,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,85762,1148495,Q422618,Q5186964,Q653924,Q18603603
ketoconazole,crizotinib,Electrocardiogram QT prolonged,10014387,Established,6135,1148495,Q407883,Q5186964,Q653924,Q123505415
itraconazole,eliglustat,Electrocardiogram QT prolonged,10014387,Theoretical,28031,1547220,Q411229,Q21011224,Q653924,Q18603603
posaconazole,eliglustat,Electrocardiogram QT prolonged,10014387,Theoretical,282446,1547220,Q906453,Q21011224,Q653924,Q18603603
voriconazole,eliglustat,Electrocardiogram QT prolonged,10014387,Theoretical,121243,1547220,Q412236,Q21011224,Q653924,Q18603603
erythromycin,eliglustat,Electrocardiogram QT prolonged,10014387,Theoretical,4053,1547220,Q213511,Q21011224,Q653924,Q18603603
ritonavir,eliglustat,Electrocardiogram QT prolonged,10014387,Theoretical,85762,1547220,Q422618,Q21011224,Q653924,Q18603603
clarithromycin,eliglustat,Electrocardiogram QT prolonged,10014387,Theoretical,21212,1547220,Q118551,Q21011224,Q653924,Q18603603
cobicistat,eliglustat,Electrocardiogram QT prolonged,10014387,Theoretical,1306284,1547220,Q5138908,Q21011224,Q653924,Q18603603
ketoconazole,eliglustat,Electrocardiogram QT prolonged,10014387,Theoretical,6135,1547220,Q407883,Q21011224,Q653924,Q18603603
itraconazole,ivabradine,Electrocardiogram QT prolonged,10014387,Theoretical,28031,1649480,Q411229,Q425729,Q653924,Q18603603
posaconazole,ivabradine,Electrocardiogram QT prolonged,10014387,Theoretical,282446,1649480,Q906453,Q425729,Q653924,Q18603603
voriconazole,ivabradine,Electrocardiogram QT prolonged,10014387,Theoretical,121243,1649480,Q412236,Q425729,Q653924,Q18603603
erythromycin,ivabradine,Electrocardiogram QT prolonged,10014387,Theoretical,4053,1649480,Q213511,Q425729,Q653924,Q18603603
ritonavir,ivabradine,Electrocardiogram QT prolonged,10014387,Theoretical,85762,1649480,Q422618,Q425729,Q653924,Q18603603
clarithromycin,ivabradine,Electrocardiogram QT prolonged,10014387,Theoretical,21212,1649480,Q118551,Q425729,Q653924,Q18603603
crizotinib,ivabradine,Electrocardiogram QT prolonged,10014387,Theoretical,1148495,1649480,Q5186964,Q425729,Q653924,Q18603603
ketoconazole,ivabradine,Electrocardiogram QT prolonged,10014387,Theoretical,6135,1649480,Q407883,Q425729,Q653924,Q18603603
trimethoprim,pyrimethamine,Anaemia megaloblastic,10002065,Probable,10829,9010,Q422665,Q421072,Q10832211,Q56644435
trimethoprim,pyrimethamine,Pancytopenia,10033661,Probable,10829,9010,Q422665,Q421072,Q1757427,Q56644435
furosemide,cisplatin,Nephropathy toxic,10029155,Theoretical,4603,2555,Q388801,Q412415,Q1468324,Q18603603
tenofovir disoproxil,didanosine,Lactic acidosis,10023676,Established,300195,3364,Q27132753,Q422606,Q1500373,Q123505415
tenofovir disoproxil,didanosine,Neuropathy peripheral,10029331,Established,300195,3364,Q27132753,Q422606,Q945238,Q123505415
tenofovir disoproxil,didanosine,Diarrhoea,10012735,Established,300195,3364,Q27132753,Q422606,Q40878,Q123505415
tenofovir disoproxil,didanosine,Pancreatitis,10033645,Established,300195,3364,Q27132753,Q422606,Q1527888,Q123505415
zidovudine,flucytosine,Neutropenia,10029354,Theoretical,11413,4451,Q198504,Q238490,Q1435822,Q18603603
zidovudine,ribavirin,Hepatic failure,10019663,Probable,11413,9344,Q198504,Q421862,Q68663705,Q56644435
zidovudine,ribavirin,Haematotoxicity,10061188,Probable,11413,9344,Q198504,Q421862,Q123563798,Q56644435
voriconazole,dronedarone,Torsade de pointes,10044066,Theoretical,121243,233698,Q412236,Q408637,Q1625433,Q18603603
clarithromycin,dronedarone,Torsade de pointes,10044066,Theoretical,21212,233698,Q118551,Q408637,Q1625433,Q18603603
ketoconazole,dabrafenib,Electrocardiogram QT prolonged,10014387,Theoretical,6135,1424911,Q407883,Q3011604,Q653924,Q18603603
voriconazole,dabrafenib,Electrocardiogram QT prolonged,10014387,Theoretical,121243,1424911,Q412236,Q3011604,Q653924,Q18603603
ritonavir,dabrafenib,Electrocardiogram QT prolonged,10014387,Theoretical,85762,1424911,Q422618,Q3011604,Q653924,Q18603603
clarithromycin,dabrafenib,Electrocardiogram QT prolonged,10014387,Theoretical,21212,1424911,Q118551,Q3011604,Q653924,Q18603603
quetiapine,ritonavir,Electrocardiogram QT prolonged,10014387,Theoretical,51272,85762,Q408535,Q422618,Q653924,Q18603603
didanosine,ganciclovir,Pancreatitis,10033645,Probable,3364,4678,Q422606,Q417640,Q1527888,Q56644435
didanosine,ganciclovir,Neuropathy peripheral,10029331,Probable,3364,4678,Q422606,Q417640,Q945238,Q56644435
didanosine,ganciclovir,Diarrhoea,10012735,Probable,3364,4678,Q422606,Q417640,Q40878,Q56644435
didanosine,ribavirin,Hepatic failure,10019663,Established,3364,9344,Q422606,Q421862,Q68663705,Q123505415
didanosine,ribavirin,Neuropathy peripheral,10029331,Established,3364,9344,Q422606,Q421862,Q945238,Q123505415
didanosine,ribavirin,Pancreatitis,10033645,Established,3364,9344,Q422606,Q421862,Q1527888,Q123505415
didanosine,ribavirin,Lactic acidosis,10023676,Established,3364,9344,Q422606,Q421862,Q1500373,Q123505415
atazanavir,efavirenz,Electrocardiogram QT prolonged,10014387,Established,343047,195085,Q423467,Q422645,Q653924,Q123505415
atazanavir,clarithromycin,Cardiotoxicity,10048610,Established,343047,21212,Q423467,Q118551,Q2118956,Q123505415
atazanavir,clarithromycin,Electrocardiogram QT prolonged,10014387,Established,343047,21212,Q423467,Q118551,Q653924,Q123505415
efavirenz,paritaprevir,Hepatic enzyme increased,10060795,Established,195085,,Q422645,,,Q123505415
levofloxacin,acenocoumarol,International normalised ratio increased,10022595,Probable,82122,154,Q47495791,Q304088,Q123563729,Q56644435
erythromycin,piperaquine,Electrocardiogram QT prolonged,10014387,Theoretical,4053,,Q213511,,Q653924,Q18603603
clarithromycin,piperaquine,Electrocardiogram QT prolonged,10014387,Theoretical,21212,,Q118551,,Q653924,Q18603603
crizotinib,piperaquine,Electrocardiogram QT prolonged,10014387,Theoretical,1148495,,Q5186964,,Q653924,Q18603603
ritonavir,clarithromycin,Electrocardiogram QT prolonged,10014387,Established,85762,21212,Q422618,Q118551,Q653924,Q123505415
ritonavir,vinblastine,Neutropenia,10029354,Probable,85762,11198,Q422618,Q282629,Q1435822,Q56644435
ritonavir,vinblastine,Constipation,10010774,Probable,85762,11198,Q422618,Q282629,Q5508805,Q56644435
ritonavir,vinblastine,Neuropathy peripheral,10029331,Probable,85762,11198,Q422618,Q282629,Q945238,Q56644435
ritonavir,elbasvir,Alanine aminotransferase increased,10001551,Theoretical,85762,,Q422618,,Q123563804,Q18603603
ritonavir,grazoprevir,Alanine aminotransferase increased,10001551,Theoretical,85762,,Q422618,,Q123563804,Q18603603
ritonavir,pazopanib,Electrocardiogram QT prolonged,10014387,Theoretical,85762,714438,Q422618,Q7157043,Q653924,Q18603603
clarithromycin,acenocoumarol,International normalised ratio increased,10022595,Probable,21212,154,Q118551,Q304088,Q123563729,Q56644435
clarithromycin,acenocoumarol,Haemorrhage,10055798,Probable,21212,154,Q118551,Q304088,Q7317047,Q56644435
clarithromycin,acenocoumarol,Prothrombin time ratio increased,10037068,Probable,21212,154,Q118551,Q304088,Q123563976,Q56644435
clozapine,ciprofloxacin,Electrocardiogram QT prolonged,10014387,Probable,2626,2551,Q221361,Q256602,Q653924,Q56644435
fluconazole,rifabutin,Visual impairment,10047571,Established,4450,55672,Q411478,Q1135705,Q737460,Q123505415
fluconazole,rifabutin,Blindness,10005169,Established,4450,55672,Q411478,Q1135705,Q10874,Q123505415
fluconazole,rifabutin,Photophobia,10034960,Established,4450,55672,Q411478,Q1135705,Q281289,Q123505415
fluconazole,rifabutin,Eye pain,10015958,Established,4450,55672,Q411478,Q1135705,Q21077147,Q123505415
fluconazole,temsirolimus,Hypokalaemia,10021015,Probable,4450,657797,Q411478,Q7699074,Q17122103,Q56644435
fluconazole,temsirolimus,Thrombocytopenia,10043554,Probable,4450,657797,Q411478,Q7699074,Q585285,Q56644435
fluconazole,temsirolimus,Leukopenia,10024384,Probable,4450,657797,Q411478,Q7699074,Q496812,Q56644435
fluconazole,temsirolimus,Diarrhoea,10012735,Probable,4450,657797,Q411478,Q7699074,Q40878,Q56644435
fluconazole,temsirolimus,Anaemia,10002034,Probable,4450,657797,Q411478,Q7699074,Q5445,Q56644435
quinine,mefloquine,Torsade de pointes,10044066,Theoretical,9071,6694,Q189522,Q736270,Q1625433,Q18603603
quinine,mefloquine,Seizure,10039906,Theoretical,9071,6694,Q189522,Q736270,Q6279182,Q18603603
ribavirin,stavudine,Lactic acidosis,10023676,Probable,9344,59763,Q421862,Q423984,Q1500373,Q56644435
rifampin,bazedoxifene,Endometrial hyperplasia,10014755,Theoretical,9384,1441386,Q422652,Q4875166,Q686574,Q18603603
phenobarbital,bazedoxifene,Endometrial hyperplasia,10014755,Theoretical,8134,1441386,Q407241,Q4875166,Q686574,Q18603603
carbamazepine,bazedoxifene,Endometrial hyperplasia,10014755,Theoretical,2002,1441386,Q410412,Q4875166,Q686574,Q18603603
phenytoin,bazedoxifene,Endometrial hyperplasia,10014755,Theoretical,8183,1441386,Q410400,Q4875166,Q686574,Q18603603
rifabutin,cobicistat,Pathogen resistance,10034133,Theoretical,55672,1306284,Q1135705,Q5138908,,Q18603603
carbamazepine,cobicistat,Pathogen resistance,10034133,Established,2002,1306284,Q410412,Q5138908,,Q123505415
amikacin,rocuronium,Neuromuscular block prolonged,10029314,Probable,641,68139,Q408529,Q185331,,Q56644435
amikacin,rocuronium,Respiratory depression,10038678,Probable,641,68139,Q408529,Q185331,Q3044895,Q56644435
amikacin,rocuronium,Paralysis,10033799,Probable,641,68139,Q408529,Q185331,Q1126769,Q56644435
amikacin,mivacurium,Neuromuscular block prolonged,10029314,Probable,641,30077,Q408529,Q413877,,Q56644435
amikacin,mivacurium,Respiratory depression,10038678,Probable,641,30077,Q408529,Q413877,Q3044895,Q56644435
amikacin,mivacurium,Paralysis,10033799,Probable,641,30077,Q408529,Q413877,Q1126769,Q56644435
amikacin,atracurium,Neuromuscular block prolonged,10029314,Probable,641,1218,Q408529,Q27098039,,Q56644435
amikacin,atracurium,Respiratory depression,10038678,Probable,641,1218,Q408529,Q27098039,Q3044895,Q56644435
amikacin,atracurium,Paralysis,10033799,Probable,641,1218,Q408529,Q27098039,Q1126769,Q56644435
amikacin,cisatracurium,Neuromuscular block prolonged,10029314,Probable,641,319864,Q408529,Q81978749,,Q56644435
amikacin,cisatracurium,Respiratory depression,10038678,Probable,641,319864,Q408529,Q81978749,Q3044895,Q56644435
amikacin,cisatracurium,Paralysis,10033799,Probable,641,319864,Q408529,Q81978749,Q1126769,Q56644435
streptomycin,rocuronium,Neuromuscular block prolonged,10029314,Probable,10109,68139,Q192717,Q185331,,Q56644435
streptomycin,rocuronium,Respiratory depression,10038678,Probable,10109,68139,Q192717,Q185331,Q3044895,Q56644435
streptomycin,rocuronium,Paralysis,10033799,Probable,10109,68139,Q192717,Q185331,Q1126769,Q56644435
streptomycin,mivacurium,Neuromuscular block prolonged,10029314,Probable,10109,30077,Q192717,Q413877,,Q56644435
streptomycin,mivacurium,Respiratory depression,10038678,Probable,10109,30077,Q192717,Q413877,Q3044895,Q56644435
streptomycin,mivacurium,Paralysis,10033799,Probable,10109,30077,Q192717,Q413877,Q1126769,Q56644435
streptomycin,atracurium,Neuromuscular block prolonged,10029314,Probable,10109,1218,Q192717,Q27098039,,Q56644435
streptomycin,atracurium,Respiratory depression,10038678,Probable,10109,1218,Q192717,Q27098039,Q3044895,Q56644435
streptomycin,atracurium,Paralysis,10033799,Probable,10109,1218,Q192717,Q27098039,Q1126769,Q56644435
streptomycin,cisatracurium,Neuromuscular block prolonged,10029314,Probable,10109,319864,Q192717,Q81978749,,Q56644435
streptomycin,cisatracurium,Respiratory depression,10038678,Probable,10109,319864,Q192717,Q81978749,Q3044895,Q56644435
streptomycin,cisatracurium,Paralysis,10033799,Probable,10109,319864,Q192717,Q81978749,Q1126769,Q56644435
rocuronium,gentamicin,Neuromuscular block prolonged,10029314,Probable,68139,,Q185331,,,Q56644435
rocuronium,gentamicin,Respiratory depression,10038678,Probable,68139,,Q185331,,Q3044895,Q56644435
rocuronium,gentamicin,Paralysis,10033799,Probable,68139,,Q185331,,Q1126769,Q56644435
mivacurium,gentamicin,Neuromuscular block prolonged,10029314,Probable,30077,,Q413877,,,Q56644435
mivacurium,gentamicin,Respiratory depression,10038678,Probable,30077,,Q413877,,Q3044895,Q56644435
mivacurium,gentamicin,Paralysis,10033799,Probable,30077,,Q413877,,Q1126769,Q56644435
atracurium,gentamicin,Neuromuscular block prolonged,10029314,Probable,1218,,Q27098039,,,Q56644435
atracurium,gentamicin,Respiratory depression,10038678,Probable,1218,,Q27098039,,Q3044895,Q56644435
atracurium,gentamicin,Paralysis,10033799,Probable,1218,,Q27098039,,Q1126769,Q56644435
cisatracurium,gentamicin,Neuromuscular block prolonged,10029314,Probable,319864,,Q81978749,,,Q56644435
cisatracurium,gentamicin,Respiratory depression,10038678,Probable,319864,,Q81978749,,Q3044895,Q56644435
cisatracurium,gentamicin,Paralysis,10033799,Probable,319864,,Q81978749,,Q1126769,Q56644435
tobramycin,rocuronium,Neuromuscular block prolonged,10029314,Probable,10627,68139,Q1758380,Q185331,,Q56644435
tobramycin,rocuronium,Respiratory depression,10038678,Probable,10627,68139,Q1758380,Q185331,Q3044895,Q56644435
tobramycin,rocuronium,Paralysis,10033799,Probable,10627,68139,Q1758380,Q185331,Q1126769,Q56644435
tobramycin,mivacurium,Neuromuscular block prolonged,10029314,Probable,10627,30077,Q1758380,Q413877,,Q56644435
tobramycin,mivacurium,Respiratory depression,10038678,Probable,10627,30077,Q1758380,Q413877,Q3044895,Q56644435
tobramycin,mivacurium,Paralysis,10033799,Probable,10627,30077,Q1758380,Q413877,Q1126769,Q56644435
tobramycin,atracurium,Neuromuscular block prolonged,10029314,Probable,10627,1218,Q1758380,Q27098039,,Q56644435
tobramycin,atracurium,Respiratory depression,10038678,Probable,10627,1218,Q1758380,Q27098039,Q3044895,Q56644435
tobramycin,atracurium,Paralysis,10033799,Probable,10627,1218,Q1758380,Q27098039,Q1126769,Q56644435
tobramycin,cisatracurium,Neuromuscular block prolonged,10029314,Probable,10627,319864,Q1758380,Q81978749,,Q56644435
tobramycin,cisatracurium,Respiratory depression,10038678,Probable,10627,319864,Q1758380,Q81978749,Q3044895,Q56644435
tobramycin,cisatracurium,Paralysis,10033799,Probable,10627,319864,Q1758380,Q81978749,Q1126769,Q56644435
amikacin,cyclosporine,Renal impairment,10062237,Theoretical,641,3008,Q408529,Q367700,Q476921,Q18603603
streptomycin,cyclosporine,Renal impairment,10062237,Theoretical,10109,3008,Q192717,Q367700,Q476921,Q18603603
tobramycin,cyclosporine,Renal impairment,10062237,Probable,10627,3008,Q1758380,Q367700,Q476921,Q56644435
methotrimeprazine,alfentanil,Depressed level of consciousness,10012373,Theoretical,6852,480,Q417204,Q176533,Q123562764,Q18603603
methotrimeprazine,alfentanil,Respiratory depression,10038678,Theoretical,6852,480,Q417204,Q176533,Q3044895,Q18603603
methotrimeprazine,alfentanil,Hypotension,10021097,Theoretical,6852,480,Q417204,Q176533,Q275419,Q18603603
trimeprazine,alfentanil,Depressed level of consciousness,10012373,Theoretical,10825,480,Q2623251,Q176533,Q123562764,Q18603603
trimeprazine,alfentanil,Respiratory depression,10038678,Theoretical,10825,480,Q2623251,Q176533,Q3044895,Q18603603
trimeprazine,alfentanil,Hypotension,10021097,Theoretical,10825,480,Q2623251,Q176533,Q275419,Q18603603
nitrazepam,alfentanil,Depressed level of consciousness,10012373,Theoretical,7440,480,Q410078,Q176533,Q123562764,Q18603603
nitrazepam,alfentanil,Respiratory depression,10038678,Theoretical,7440,480,Q410078,Q176533,Q3044895,Q18603603
nitrazepam,alfentanil,Hypotension,10021097,Theoretical,7440,480,Q410078,Q176533,Q275419,Q18603603
zopiclone,alfentanil,Depressed level of consciousness,10012373,Theoretical,40001,480,Q220426,Q176533,Q123562764,Q18603603
zopiclone,alfentanil,Respiratory depression,10038678,Theoretical,40001,480,Q220426,Q176533,Q3044895,Q18603603
zopiclone,alfentanil,Hypotension,10021097,Theoretical,40001,480,Q220426,Q176533,Q275419,Q18603603
clobazam,alfentanil,Depressed level of consciousness,10012373,Theoretical,21241,480,Q412164,Q176533,Q123562764,Q18603603
clobazam,alfentanil,Respiratory depression,10038678,Theoretical,21241,480,Q412164,Q176533,Q3044895,Q18603603
clobazam,alfentanil,Hypotension,10021097,Theoretical,21241,480,Q412164,Q176533,Q275419,Q18603603
amisulpride,alfentanil,Depressed level of consciousness,10012373,Theoretical,,480,,Q176533,Q123562764,Q18603603
amisulpride,alfentanil,Respiratory depression,10038678,Theoretical,,480,,Q176533,Q3044895,Q18603603
amisulpride,alfentanil,Hypotension,10021097,Theoretical,,480,,Q176533,Q275419,Q18603603
alfentanil,dexmedetomidine,Depressed level of consciousness,10012373,Theoretical,480,48937,Q176533,Q412133,Q123562764,Q18603603
alfentanil,dexmedetomidine,Respiratory depression,10038678,Theoretical,480,48937,Q176533,Q412133,Q3044895,Q18603603
alfentanil,dexmedetomidine,Hypotension,10021097,Theoretical,480,48937,Q176533,Q412133,Q275419,Q18603603
alfentanil,sulpiride,Depressed level of consciousness,10012373,Theoretical,480,10239,Q176533,Q422418,Q123562764,Q18603603
alfentanil,sulpiride,Respiratory depression,10038678,Theoretical,480,10239,Q176533,Q422418,Q3044895,Q18603603
alfentanil,sulpiride,Hypotension,10021097,Theoretical,480,10239,Q176533,Q422418,Q275419,Q18603603
alfentanil,perampanel,Depressed level of consciousness,10012373,Theoretical,480,1356552,Q176533,Q868658,Q123562764,Q18603603
alfentanil,perampanel,Respiratory depression,10038678,Theoretical,480,1356552,Q176533,Q868658,Q3044895,Q18603603
alfentanil,perampanel,Hypotension,10021097,Theoretical,480,1356552,Q176533,Q868658,Q275419,Q18603603
thiopental,alfentanil,Depressed level of consciousness,10012373,Theoretical,10493,480,Q55186498,Q176533,Q123562764,Q18603603
thiopental,alfentanil,Respiratory depression,10038678,Theoretical,10493,480,Q55186498,Q176533,Q3044895,Q18603603
thiopental,alfentanil,Hypotension,10021097,Theoretical,10493,480,Q55186498,Q176533,Q275419,Q18603603
midazolam,alfentanil,Depressed level of consciousness,10012373,Theoretical,6960,480,Q423071,Q176533,Q123562764,Q18603603
midazolam,alfentanil,Respiratory depression,10038678,Theoretical,6960,480,Q423071,Q176533,Q3044895,Q18603603
midazolam,alfentanil,Hypotension,10021097,Theoretical,6960,480,Q423071,Q176533,Q275419,Q18603603
baclofen,alfentanil,Depressed level of consciousness,10012373,Theoretical,1292,480,Q413717,Q176533,Q123562764,Q18603603
baclofen,alfentanil,Respiratory depression,10038678,Theoretical,1292,480,Q413717,Q176533,Q3044895,Q18603603
baclofen,alfentanil,Hypotension,10021097,Theoretical,1292,480,Q413717,Q176533,Q275419,Q18603603
diazepam,alfentanil,Depressed level of consciousness,10012373,Theoretical,3322,480,Q210402,Q176533,Q123562764,Q18603603
diazepam,alfentanil,Respiratory depression,10038678,Theoretical,3322,480,Q210402,Q176533,Q3044895,Q18603603
diazepam,alfentanil,Hypotension,10021097,Theoretical,3322,480,Q210402,Q176533,Q275419,Q18603603
oxazepam,alfentanil,Depressed level of consciousness,10012373,Theoretical,7781,480,Q412299,Q176533,Q123562764,Q18603603
oxazepam,alfentanil,Respiratory depression,10038678,Theoretical,7781,480,Q412299,Q176533,Q3044895,Q18603603
oxazepam,alfentanil,Hypotension,10021097,Theoretical,7781,480,Q412299,Q176533,Q275419,Q18603603
droperidol,alfentanil,Depressed level of consciousness,10012373,Theoretical,3648,480,Q174259,Q176533,Q123562764,Q18603603
droperidol,alfentanil,Respiratory depression,10038678,Theoretical,3648,480,Q174259,Q176533,Q3044895,Q18603603
droperidol,alfentanil,Hypotension,10021097,Theoretical,3648,480,Q174259,Q176533,Q275419,Q18603603
flurazepam,alfentanil,Depressed level of consciousness,10012373,Theoretical,4501,480,Q418998,Q176533,Q123562764,Q18603603
flurazepam,alfentanil,Respiratory depression,10038678,Theoretical,4501,480,Q418998,Q176533,Q3044895,Q18603603
flurazepam,alfentanil,Hypotension,10021097,Theoretical,4501,480,Q418998,Q176533,Q275419,Q18603603
aripiprazole,alfentanil,Depressed level of consciousness,10012373,Theoretical,89013,480,Q411188,Q176533,Q123562764,Q18603603
aripiprazole,alfentanil,Respiratory depression,10038678,Theoretical,89013,480,Q411188,Q176533,Q3044895,Q18603603
aripiprazole,alfentanil,Hypotension,10021097,Theoretical,89013,480,Q411188,Q176533,Q275419,Q18603603
haloperidol,alfentanil,Depressed level of consciousness,10012373,Theoretical,5093,480,Q251347,Q176533,Q123562764,Q18603603
haloperidol,alfentanil,Respiratory depression,10038678,Theoretical,5093,480,Q251347,Q176533,Q3044895,Q18603603
haloperidol,alfentanil,Hypotension,10021097,Theoretical,5093,480,Q251347,Q176533,Q275419,Q18603603
quetiapine,alfentanil,Depressed level of consciousness,10012373,Theoretical,51272,480,Q408535,Q176533,Q123562764,Q18603603
quetiapine,alfentanil,Respiratory depression,10038678,Theoretical,51272,480,Q408535,Q176533,Q3044895,Q18603603
quetiapine,alfentanil,Hypotension,10021097,Theoretical,51272,480,Q408535,Q176533,Q275419,Q18603603
sodium oxybate,alfentanil,Depressed level of consciousness,10012373,Theoretical,9899,480,Q7553347,Q176533,Q123562764,Q18603603
sodium oxybate,alfentanil,Respiratory depression,10038678,Theoretical,9899,480,Q7553347,Q176533,Q3044895,Q18603603
sodium oxybate,alfentanil,Hypotension,10021097,Theoretical,9899,480,Q7553347,Q176533,Q275419,Q18603603
alprazolam,alfentanil,Depressed level of consciousness,10012373,Theoretical,596,480,Q319877,Q176533,Q123562764,Q18603603
alprazolam,alfentanil,Respiratory depression,10038678,Theoretical,596,480,Q319877,Q176533,Q3044895,Q18603603
alprazolam,alfentanil,Hypotension,10021097,Theoretical,596,480,Q319877,Q176533,Q275419,Q18603603
lorazepam,alfentanil,Depressed level of consciousness,10012373,Theoretical,6470,480,Q408265,Q176533,Q123562764,Q18603603
lorazepam,alfentanil,Respiratory depression,10038678,Theoretical,6470,480,Q408265,Q176533,Q3044895,Q18603603
lorazepam,alfentanil,Hypotension,10021097,Theoretical,6470,480,Q408265,Q176533,Q275419,Q18603603
clonazepam,alfentanil,Depressed level of consciousness,10012373,Theoretical,2598,480,Q407988,Q176533,Q123562764,Q18603603
clonazepam,alfentanil,Respiratory depression,10038678,Theoretical,2598,480,Q407988,Q176533,Q3044895,Q18603603
clonazepam,alfentanil,Hypotension,10021097,Theoretical,2598,480,Q407988,Q176533,Q275419,Q18603603
chlordiazepoxide,alfentanil,Depressed level of consciousness,10012373,Theoretical,2356,480,Q178566,Q176533,Q123562764,Q18603603
chlordiazepoxide,alfentanil,Respiratory depression,10038678,Theoretical,2356,480,Q178566,Q176533,Q3044895,Q18603603
chlordiazepoxide,alfentanil,Hypotension,10021097,Theoretical,2356,480,Q178566,Q176533,Q275419,Q18603603
methotrimeprazine,sufentanil,Depressed level of consciousness,10012373,Theoretical,6852,56795,Q417204,Q417915,Q123562764,Q18603603
methotrimeprazine,sufentanil,Hypotension,10021097,Theoretical,6852,56795,Q417204,Q417915,Q275419,Q18603603
trimeprazine,sufentanil,Depressed level of consciousness,10012373,Theoretical,10825,56795,Q2623251,Q417915,Q123562764,Q18603603
trimeprazine,sufentanil,Hypotension,10021097,Theoretical,10825,56795,Q2623251,Q417915,Q275419,Q18603603
nitrazepam,sufentanil,Depressed level of consciousness,10012373,Theoretical,7440,56795,Q410078,Q417915,Q123562764,Q18603603
nitrazepam,sufentanil,Hypotension,10021097,Theoretical,7440,56795,Q410078,Q417915,Q275419,Q18603603
zopiclone,sufentanil,Depressed level of consciousness,10012373,Theoretical,40001,56795,Q220426,Q417915,Q123562764,Q18603603
zopiclone,sufentanil,Hypotension,10021097,Theoretical,40001,56795,Q220426,Q417915,Q275419,Q18603603
clobazam,sufentanil,Depressed level of consciousness,10012373,Theoretical,21241,56795,Q412164,Q417915,Q123562764,Q18603603
clobazam,sufentanil,Hypotension,10021097,Theoretical,21241,56795,Q412164,Q417915,Q275419,Q18603603
amisulpride,sufentanil,Depressed level of consciousness,10012373,Theoretical,,56795,,Q417915,Q123562764,Q18603603
amisulpride,sufentanil,Hypotension,10021097,Theoretical,,56795,,Q417915,Q275419,Q18603603
dexmedetomidine,sufentanil,Depressed level of consciousness,10012373,Theoretical,48937,56795,Q412133,Q417915,Q123562764,Q18603603
dexmedetomidine,sufentanil,Hypotension,10021097,Theoretical,48937,56795,Q412133,Q417915,Q275419,Q18603603
sufentanil,sulpiride,Depressed level of consciousness,10012373,Theoretical,56795,10239,Q417915,Q422418,Q123562764,Q18603603
sufentanil,sulpiride,Hypotension,10021097,Theoretical,56795,10239,Q417915,Q422418,Q275419,Q18603603
sufentanil,perampanel,Depressed level of consciousness,10012373,Theoretical,56795,1356552,Q417915,Q868658,Q123562764,Q18603603
sufentanil,perampanel,Hypotension,10021097,Theoretical,56795,1356552,Q417915,Q868658,Q275419,Q18603603
thiopental,sufentanil,Depressed level of consciousness,10012373,Theoretical,10493,56795,Q55186498,Q417915,Q123562764,Q18603603
thiopental,sufentanil,Hypotension,10021097,Theoretical,10493,56795,Q55186498,Q417915,Q275419,Q18603603
midazolam,sufentanil,Depressed level of consciousness,10012373,Theoretical,6960,56795,Q423071,Q417915,Q123562764,Q18603603
midazolam,sufentanil,Hypotension,10021097,Theoretical,6960,56795,Q423071,Q417915,Q275419,Q18603603
baclofen,sufentanil,Depressed level of consciousness,10012373,Theoretical,1292,56795,Q413717,Q417915,Q123562764,Q18603603
