,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE
211171,fluvoxamine,methylene blue,Hypertension,10020772,Theoretical,751412,905518
211191,fluvoxamine,methylene blue,Tachycardia,10043071,Theoretical,751412,905518
211211,fluvoxamine,methylene blue,Mental status changes,10048294,Theoretical,751412,905518
211231,fluvoxamine,methylene blue,Hyperthermia,10020843,Theoretical,751412,905518
211251,fluvoxamine,methylene blue,Myoclonus,10028622,Theoretical,751412,905518
211271,fluoxetine,linezolid,Hypertension,10020772,Probable,755695,1736887
211291,fluoxetine,linezolid,Tachycardia,10043071,Probable,755695,1736887
211311,fluoxetine,linezolid,Mental status changes,10048294,Probable,755695,1736887
211331,fluoxetine,linezolid,Hyperthermia,10020843,Probable,755695,1736887
211351,fluoxetine,linezolid,Myoclonus,10028622,Probable,755695,1736887
211371,fluoxetine,moclobemide,Hypertension,10020772,Theoretical,755695,19010652
211391,fluoxetine,moclobemide,Tachycardia,10043071,Theoretical,755695,19010652
211411,fluoxetine,moclobemide,Mental status changes,10048294,Theoretical,755695,19010652
211431,fluoxetine,moclobemide,Hyperthermia,10020843,Theoretical,755695,19010652
211451,fluoxetine,moclobemide,Myoclonus,10028622,Theoretical,755695,19010652
211471,fluoxetine,selegiline,Hypertension,10020772,Theoretical,755695,766209
211496,fluoxetine,selegiline,Tachycardia,10043071,Theoretical,755695,766209
211521,fluoxetine,selegiline,Mental status changes,10048294,Theoretical,755695,766209
211546,fluoxetine,selegiline,Hyperthermia,10020843,Theoretical,755695,766209
211571,fluoxetine,selegiline,Myoclonus,10028622,Theoretical,755695,766209
211596,fluoxetine,methylene blue,Hypertension,10020772,Theoretical,755695,905518
211616,fluoxetine,methylene blue,Tachycardia,10043071,Theoretical,755695,905518
211636,fluoxetine,methylene blue,Mental status changes,10048294,Theoretical,755695,905518
211656,fluoxetine,methylene blue,Hyperthermia,10020843,Theoretical,755695,905518
211676,fluoxetine,methylene blue,Myoclonus,10028622,Theoretical,755695,905518
211696,selegiline,vortioxetine,Hypertension,10020772,Theoretical,766209,44507700
211721,selegiline,vortioxetine,Tachycardia,10043071,Theoretical,766209,44507700
211746,selegiline,vortioxetine,Mental status changes,10048294,Theoretical,766209,44507700
211771,selegiline,vortioxetine,Hyperthermia,10020843,Theoretical,766209,44507700
211796,selegiline,vortioxetine,Myoclonus,10028622,Theoretical,766209,44507700
211821,selegiline,citalopram,Hypertension,10020772,Theoretical,766209,797617
211846,selegiline,citalopram,Tachycardia,10043071,Theoretical,766209,797617
211871,selegiline,citalopram,Mental status changes,10048294,Theoretical,766209,797617
211896,selegiline,citalopram,Hyperthermia,10020843,Theoretical,766209,797617
211921,selegiline,citalopram,Myoclonus,10028622,Theoretical,766209,797617
211946,citalopram,linezolid,Hypertension,10020772,Established,797617,1736887
211966,citalopram,linezolid,Tachycardia,10043071,Established,797617,1736887
211986,citalopram,linezolid,Mental status changes,10048294,Established,797617,1736887
212006,citalopram,linezolid,Hyperthermia,10020843,Established,797617,1736887
212026,citalopram,linezolid,Myoclonus,10028622,Established,797617,1736887
212046,citalopram,moclobemide,Hypertension,10020772,Theoretical,797617,19010652
212066,citalopram,moclobemide,Tachycardia,10043071,Theoretical,797617,19010652
212086,citalopram,moclobemide,Mental status changes,10048294,Theoretical,797617,19010652
212106,citalopram,moclobemide,Hyperthermia,10020843,Theoretical,797617,19010652
212126,citalopram,moclobemide,Myoclonus,10028622,Theoretical,797617,19010652
212146,citalopram,methylene blue,Hypertension,10020772,Probable,797617,905518
212166,citalopram,methylene blue,Tachycardia,10043071,Probable,797617,905518
212186,citalopram,methylene blue,Mental status changes,10048294,Probable,797617,905518
212206,citalopram,methylene blue,Hyperthermia,10020843,Probable,797617,905518
212226,citalopram,methylene blue,Myoclonus,10028622,Probable,797617,905518
212246,vinflunine,dabrafenib,Electrocardiogram QT prolonged,10014387,Theoretical,36878852,43532299
212271,dronedarone,piperaquine,Electrocardiogram QT prolonged,10014387,Theoretical,40163615,40799016
212286,fingolimod,vandetanib,Torsade de pointes,10044066,Theoretical,40226579,40238052
212306,droperidol,fingolimod,Torsade de pointes,10044066,Theoretical,739323,40226579
212326,thiopental,lormetazepam,Respiratory depression,10038678,Probable,700253,19007977
212346,thiopental,nitrazepam,Respiratory depression,10038678,Probable,700253,19020021
212366,thiopental,clobazam,Respiratory depression,10038678,Probable,700253,19050832
212386,thiopental,midazolam,Respiratory depression,10038678,Probable,700253,708298
212411,thiopental,diazepam,Respiratory depression,10038678,Probable,700253,723013
212431,thiopental,oxazepam,Respiratory depression,10038678,Probable,700253,724816
212451,thiopental,flurazepam,Respiratory depression,10038678,Probable,700253,756349
212476,thiopental,sodium oxybate,Respiratory depression,10038678,Theoretical,700253,769935
212501,thiopental,alprazolam,Respiratory depression,10038678,Probable,700253,781039
212521,thiopental,lorazepam,Respiratory depression,10038678,Probable,700253,791967
212541,thiopental,clonazepam,Respiratory depression,10038678,Probable,700253,798874
212561,thiopental,chlordiazepoxide,Respiratory depression,10038678,Probable,700253,990678
212586,midazolam,phenobarbital,Respiratory depression,10038678,Probable,708298,734275
212611,midazolam,sodium oxybate,Respiratory depression,10038678,Theoretical,708298,769935
212636,diazepam,phenobarbital,Respiratory depression,10038678,Probable,723013,734275
212656,diazepam,primidone,Respiratory depression,10038678,Probable,723013,751347
212672,diazepam,sodium oxybate,Respiratory depression,10038678,Theoretical,723013,769935
212692,oxazepam,phenobarbital,Respiratory depression,10038678,Probable,724816,734275
212712,oxazepam,primidone,Respiratory depression,10038678,Probable,724816,751347
212728,oxazepam,sodium oxybate,Respiratory depression,10038678,Theoretical,724816,769935
212748,phenobarbital,lormetazepam,Respiratory depression,10038678,Probable,734275,19007977
212768,phenobarbital,nitrazepam,Respiratory depression,10038678,Probable,734275,19020021
212788,phenobarbital,clobazam,Respiratory depression,10038678,Probable,734275,19050832
212808,phenobarbital,primidone,Respiratory depression,10038678,Theoretical,734275,751347
212828,phenobarbital,flurazepam,Respiratory depression,10038678,Probable,734275,756349
212853,phenobarbital,sodium oxybate,Respiratory depression,10038678,Theoretical,734275,769935
212878,phenobarbital,alprazolam,Respiratory depression,10038678,Probable,734275,781039
212898,phenobarbital,lorazepam,Respiratory depression,10038678,Probable,734275,791967
212918,phenobarbital,clonazepam,Respiratory depression,10038678,Probable,734275,798874
212938,phenobarbital,chlordiazepoxide,Respiratory depression,10038678,Probable,734275,990678
212963,primidone,lormetazepam,Respiratory depression,10038678,Probable,751347,19007977
212979,primidone,nitrazepam,Respiratory depression,10038678,Probable,751347,19020021
212995,primidone,clobazam,Respiratory depression,10038678,Probable,751347,19050832
213011,primidone,flurazepam,Respiratory depression,10038678,Probable,751347,756349
213031,primidone,sodium oxybate,Respiratory depression,10038678,Theoretical,751347,769935
213051,primidone,alprazolam,Respiratory depression,10038678,Probable,751347,781039
213067,primidone,lorazepam,Respiratory depression,10038678,Probable,751347,791967
213083,primidone,clonazepam,Respiratory depression,10038678,Probable,751347,798874
213099,primidone,chlordiazepoxide,Respiratory depression,10038678,Probable,751347,990678
213119,flurazepam,sodium oxybate,Respiratory depression,10038678,Theoretical,756349,769935
213144,sodium oxybate,lormetazepam,Respiratory depression,10038678,Theoretical,769935,19007977
213164,sodium oxybate,nitrazepam,Respiratory depression,10038678,Theoretical,769935,19020021
213184,sodium oxybate,clobazam,Respiratory depression,10038678,Theoretical,769935,19050832
213204,sodium oxybate,alprazolam,Respiratory depression,10038678,Theoretical,769935,781039
213224,sodium oxybate,lorazepam,Respiratory depression,10038678,Theoretical,769935,791967
213244,sodium oxybate,clonazepam,Respiratory depression,10038678,Theoretical,769935,798874
213264,sodium oxybate,chlordiazepoxide,Respiratory depression,10038678,Theoretical,769935,990678
213289,paliperidone,clonidine,Orthostatic intolerance,10063927,Theoretical,703244,1398937
213314,risperidone,clonidine,Orthostatic intolerance,10063927,Theoretical,735979,1398937
213334,pimozide,clonidine,Orthostatic intolerance,10063927,Theoretical,745790,1398937
213354,olanzapine,clonidine,Orthostatic intolerance,10063927,Theoretical,785788,1398937
213384,loxapine,clonidine,Orthostatic intolerance,10063927,Theoretical,792263,1398937
213414,chlorpromazine,clonidine,Orthostatic intolerance,10063927,Theoretical,794852,1398937
213439,clozapine,clonidine,Orthostatic intolerance,10063927,Theoretical,800878,1398937
213459,paliperidone,tetrabenazine,Torsade de pointes,10044066,Theoretical,703244,836877
213479,droperidol,tetrabenazine,Torsade de pointes,10044066,Theoretical,739323,836877
213495,citalopram,vandetanib,Torsade de pointes,10044066,Theoretical,797617,40238052
213515,tetrabenazine,methadone,Torsade de pointes,10044066,Theoretical,836877,1103640
213535,trihexyphenidyl,promethazine,Hyperpyrexia,10020741,Theoretical,705178,1153013
213565,trihexyphenidyl,promethazine,Ileus,10021328,Theoretical,705178,1153013
213595,trihexyphenidyl,promethazine,Sedation,10039897,Theoretical,705178,1153013
213625,trihexyphenidyl,promethazine,Dry mouth,10013781,Theoretical,705178,1153013
213655,trimipramine,propranolol,Orthostatic hypotension,10031127,Theoretical,705755,1353766
213680,amitriptyline,propranolol,Orthostatic hypotension,10031127,Theoretical,710062,1353766
213710,doxepin,propranolol,Orthostatic hypotension,10031127,Theoretical,738156,1353766
213735,selegiline,propranolol,Orthostatic hypotension,10031127,Theoretical,766209,1353766
213760,imipramine,propranolol,Orthostatic hypotension,10031127,Theoretical,778268,1353766
213790,clomipramine,propranolol,Orthostatic hypotension,10031127,Theoretical,798834,1353766
213815,trimipramine,nefopam,Seizure,10039906,Probable,705755,19015602
213835,amitriptyline,nefopam,Seizure,10039906,Probable,710062,19015602
213859,doxepin,nefopam,Seizure,10039906,Probable,738156,19015602
213879,imipramine,nefopam,Seizure,10039906,Probable,778268,19015602
213903,clomipramine,nefopam,Seizure,10039906,Probable,798834,19015602
213923,trimipramine,baclofen,Amnesia,10001949,Theoretical,705755,715233
213943,trimipramine,baclofen,Hypotonia,10021118,Theoretical,705755,715233
213963,amitriptyline,baclofen,Amnesia,10001949,Theoretical,710062,715233
213987,amitriptyline,baclofen,Hypotonia,10021118,Theoretical,710062,715233
214011,baclofen,doxepin,Amnesia,10001949,Probable,715233,738156
214031,baclofen,doxepin,Hypotonia,10021118,Probable,715233,738156
214051,trimipramine,duloxetine,Arrhythmia,10003119,Theoretical,705755,715259
214076,trimipramine,duloxetine,Sedation,10039897,Theoretical,705755,715259
214101,trimipramine,duloxetine,Confusional state,10010305,Theoretical,705755,715259
214126,amitriptyline,duloxetine,Arrhythmia,10003119,Theoretical,710062,715259
214156,amitriptyline,duloxetine,Sedation,10039897,Theoretical,710062,715259
214186,amitriptyline,duloxetine,Confusional state,10010305,Theoretical,710062,715259
214216,duloxetine,imipramine,Arrhythmia,10003119,Theoretical,715259,778268
214246,duloxetine,imipramine,Sedation,10039897,Theoretical,715259,778268
214276,duloxetine,imipramine,Confusional state,10010305,Theoretical,715259,778268
214306,duloxetine,clomipramine,Arrhythmia,10003119,Theoretical,715259,798834
214331,duloxetine,clomipramine,Sedation,10039897,Theoretical,715259,798834
214356,duloxetine,clomipramine,Confusional state,10010305,Theoretical,715259,798834
214381,trimipramine,paroxetine,Electrocardiogram QT prolonged,10014387,Theoretical,705755,722031
214411,amitriptyline,paroxetine,Electrocardiogram QT prolonged,10014387,Theoretical,710062,722031
214447,paroxetine,doxepin,Electrocardiogram QT prolonged,10014387,Theoretical,722031,738156
214477,paroxetine,venlafaxine,Electrocardiogram QT prolonged,10014387,Theoretical,722031,743670
214507,paroxetine,imipramine,Electrocardiogram QT prolonged,10014387,Theoretical,722031,778268
214543,paroxetine,clomipramine,Electrocardiogram QT prolonged,10014387,Theoretical,722031,798834
214573,trimipramine,sertraline,Electrocardiogram QT prolonged,10014387,Theoretical,705755,739138
214598,escitalopram,paroxetine,Electrocardiogram QT prolonged,10014387,Theoretical,715939,722031
214628,escitalopram,sertraline,Electrocardiogram QT prolonged,10014387,Theoretical,715939,739138
214653,sertraline,citalopram,Electrocardiogram QT prolonged,10014387,Theoretical,739138,797617
214678,trimipramine,bupropion,Seizure,10039906,Theoretical,705755,750982
214708,amitriptyline,bupropion,Seizure,10039906,Theoretical,710062,750982
214744,duloxetine,bupropion,Seizure,10039906,Theoretical,715259,750982
214774,paroxetine,bupropion,Seizure,10039906,Theoretical,722031,750982
214810,doxepin,bupropion,Seizure,10039906,Theoretical,738156,750982
214840,venlafaxine,bupropion,Seizure,10039906,Theoretical,743670,750982
214870,bupropion,fluoxetine,Seizure,10039906,Theoretical,750982,755695
214900,bupropion,imipramine,Seizure,10039906,Theoretical,750982,778268
214936,bupropion,clomipramine,Seizure,10039906,Theoretical,750982,798834
214966,trimipramine,fluoxetine,Electrocardiogram QT prolonged,10014387,Theoretical,705755,755695
214991,amitriptyline,fluoxetine,Electrocardiogram QT prolonged,10014387,Theoretical,710062,755695
215021,doxepin,fluoxetine,Electrocardiogram QT prolonged,10014387,Theoretical,738156,755695
215046,fluoxetine,imipramine,Electrocardiogram QT prolonged,10014387,Theoretical,755695,778268
215076,fluoxetine,clomipramine,Electrocardiogram QT prolonged,10014387,Theoretical,755695,798834
215101,trimipramine,loxapine,Cognitive disorder,10057668,Theoretical,705755,792263
215131,trimipramine,loxapine,Respiratory depression,10038678,Theoretical,705755,792263
215161,trimipramine,loxapine,Sedation,10039897,Theoretical,705755,792263
215191,trimipramine,loxapine,Syncope,10042772,Theoretical,705755,792263
215221,midazolam,loxapine,Cognitive disorder,10057668,Theoretical,708298,792263
215251,midazolam,loxapine,Respiratory depression,10038678,Theoretical,708298,792263
215281,midazolam,loxapine,Hypotension,10021097,Theoretical,708298,792263
215311,midazolam,loxapine,Sedation,10039897,Theoretical,708298,792263
215341,midazolam,loxapine,Syncope,10042772,Theoretical,708298,792263
215371,amitriptyline,loxapine,Cognitive disorder,10057668,Theoretical,710062,792263
215407,amitriptyline,loxapine,Respiratory depression,10038678,Theoretical,710062,792263
215443,amitriptyline,loxapine,Sedation,10039897,Theoretical,710062,792263
215479,amitriptyline,loxapine,Syncope,10042772,Theoretical,710062,792263
215515,baclofen,loxapine,Cognitive disorder,10057668,Theoretical,715233,792263
215539,baclofen,loxapine,Respiratory depression,10038678,Theoretical,715233,792263
215563,baclofen,loxapine,Sedation,10039897,Theoretical,715233,792263
215587,baclofen,loxapine,Syncope,10042772,Theoretical,715233,792263
215611,diazepam,loxapine,Cognitive disorder,10057668,Theoretical,723013,792263
215635,diazepam,loxapine,Respiratory depression,10038678,Theoretical,723013,792263
215659,diazepam,loxapine,Hypotension,10021097,Theoretical,723013,792263
215683,diazepam,loxapine,Sedation,10039897,Theoretical,723013,792263
215707,diazepam,loxapine,Syncope,10042772,Theoretical,723013,792263
215731,oxazepam,loxapine,Cognitive disorder,10057668,Theoretical,724816,792263
215755,oxazepam,loxapine,Respiratory depression,10038678,Theoretical,724816,792263
215779,oxazepam,loxapine,Hypotension,10021097,Theoretical,724816,792263
215803,oxazepam,loxapine,Sedation,10039897,Theoretical,724816,792263
215827,oxazepam,loxapine,Syncope,10042772,Theoretical,724816,792263
215851,phenobarbital,loxapine,Cognitive disorder,10057668,Theoretical,734275,792263
215881,phenobarbital,loxapine,Respiratory depression,10038678,Theoretical,734275,792263
215911,phenobarbital,loxapine,Hypotension,10021097,Theoretical,734275,792263
215941,phenobarbital,loxapine,Sedation,10039897,Theoretical,734275,792263
215971,phenobarbital,loxapine,Syncope,10042772,Theoretical,734275,792263
216001,doxepin,loxapine,Cognitive disorder,10057668,Theoretical,738156,792263
216031,doxepin,loxapine,Respiratory depression,10038678,Theoretical,738156,792263
216061,doxepin,loxapine,Sedation,10039897,Theoretical,738156,792263
216091,doxepin,loxapine,Syncope,10042772,Theoretical,738156,792263
216121,droperidol,loxapine,Cognitive disorder,10057668,Theoretical,739323,792263
216145,droperidol,loxapine,Respiratory depression,10038678,Theoretical,739323,792263
216169,droperidol,loxapine,Sedation,10039897,Theoretical,739323,792263
216193,droperidol,loxapine,Syncope,10042772,Theoretical,739323,792263
216217,zolpidem,loxapine,Cognitive disorder,10057668,Theoretical,744740,792263
216247,zolpidem,loxapine,Respiratory depression,10038678,Theoretical,744740,792263
216277,zolpidem,loxapine,Hypotension,10021097,Theoretical,744740,792263
216307,zolpidem,loxapine,Sedation,10039897,Theoretical,744740,792263
216337,zolpidem,loxapine,Syncope,10042772,Theoretical,744740,792263
216367,pimozide,loxapine,Cognitive disorder,10057668,Theoretical,745790,792263
216391,pimozide,loxapine,Respiratory depression,10038678,Theoretical,745790,792263
216415,pimozide,loxapine,Sedation,10039897,Theoretical,745790,792263
216439,pimozide,loxapine,Syncope,10042772,Theoretical,745790,792263
216463,primidone,loxapine,Cognitive disorder,10057668,Theoretical,751347,792263
216487,primidone,loxapine,Respiratory depression,10038678,Theoretical,751347,792263
216511,primidone,loxapine,Hypotension,10021097,Theoretical,751347,792263
216535,primidone,loxapine,Sedation,10039897,Theoretical,751347,792263
216559,primidone,loxapine,Syncope,10042772,Theoretical,751347,792263
216583,fluphenazine,loxapine,Cognitive disorder,10057668,Theoretical,756018,792263
216619,fluphenazine,loxapine,Respiratory depression,10038678,Theoretical,756018,792263
216655,fluphenazine,loxapine,Sedation,10039897,Theoretical,756018,792263
216691,fluphenazine,loxapine,Syncope,10042772,Theoretical,756018,792263
216727,flurazepam,loxapine,Cognitive disorder,10057668,Theoretical,756349,792263
216757,flurazepam,loxapine,Respiratory depression,10038678,Theoretical,756349,792263
216787,flurazepam,loxapine,Hypotension,10021097,Theoretical,756349,792263
216817,flurazepam,loxapine,Sedation,10039897,Theoretical,756349,792263
216847,flurazepam,loxapine,Syncope,10042772,Theoretical,756349,792263
216877,aripiprazole,loxapine,Cognitive disorder,10057668,Theoretical,757688,792263
216901,aripiprazole,loxapine,Respiratory depression,10038678,Theoretical,757688,792263
216925,aripiprazole,loxapine,Sedation,10039897,Theoretical,757688,792263
216949,aripiprazole,loxapine,Syncope,10042772,Theoretical,757688,792263
216973,haloperidol,loxapine,Cognitive disorder,10057668,Theoretical,766529,792263
217015,haloperidol,loxapine,Respiratory depression,10038678,Theoretical,766529,792263
217057,haloperidol,loxapine,Sedation,10039897,Theoretical,766529,792263
217099,haloperidol,loxapine,Syncope,10042772,Theoretical,766529,792263
217141,quetiapine,loxapine,Cognitive disorder,10057668,Theoretical,766814,792263
217171,quetiapine,loxapine,Respiratory depression,10038678,Theoretical,766814,792263
217201,quetiapine,loxapine,Sedation,10039897,Theoretical,766814,792263
217231,quetiapine,loxapine,Syncope,10042772,Theoretical,766814,792263
217261,hydroxyzine,loxapine,Cognitive disorder,10057668,Theoretical,777221,792263
217297,hydroxyzine,loxapine,Respiratory depression,10038678,Theoretical,777221,792263
217333,hydroxyzine,loxapine,Hypotension,10021097,Theoretical,777221,792263
217369,hydroxyzine,loxapine,Sedation,10039897,Theoretical,777221,792263
217405,hydroxyzine,loxapine,Syncope,10042772,Theoretical,777221,792263
217441,imipramine,loxapine,Cognitive disorder,10057668,Theoretical,778268,792263
217477,imipramine,loxapine,Respiratory depression,10038678,Theoretical,778268,792263
217513,imipramine,loxapine,Sedation,10039897,Theoretical,778268,792263
217549,imipramine,loxapine,Syncope,10042772,Theoretical,778268,792263
217585,alprazolam,loxapine,Cognitive disorder,10057668,Theoretical,781039,792263
217609,alprazolam,loxapine,Respiratory depression,10038678,Theoretical,781039,792263
217633,alprazolam,loxapine,Hypotension,10021097,Theoretical,781039,792263
217657,alprazolam,loxapine,Sedation,10039897,Theoretical,781039,792263
217681,alprazolam,loxapine,Syncope,10042772,Theoretical,781039,792263
217705,olanzapine,loxapine,Cognitive disorder,10057668,Theoretical,785788,792263
217741,olanzapine,loxapine,Respiratory depression,10038678,Theoretical,785788,792263
217777,olanzapine,loxapine,Sedation,10039897,Theoretical,785788,792263
217813,olanzapine,loxapine,Syncope,10042772,Theoretical,785788,792263
217849,lorazepam,loxapine,Cognitive disorder,10057668,Theoretical,791967,792263
217873,lorazepam,loxapine,Respiratory depression,10038678,Theoretical,791967,792263
217897,lorazepam,loxapine,Hypotension,10021097,Theoretical,791967,792263
217921,lorazepam,loxapine,Sedation,10039897,Theoretical,791967,792263
217945,lorazepam,loxapine,Syncope,10042772,Theoretical,791967,792263
217969,loxapine,morphine,Cognitive disorder,10057668,Theoretical,792263,1110410
218005,loxapine,morphine,Hypotension,10021097,Theoretical,792263,1110410
218041,loxapine,morphine,Sedation,10039897,Theoretical,792263,1110410
218077,loxapine,morphine,Syncope,10042772,Theoretical,792263,1110410
218113,loxapine,oxycodone,Cognitive disorder,10057668,Theoretical,792263,1124957
218149,loxapine,oxycodone,Hypotension,10021097,Theoretical,792263,1124957
218185,loxapine,oxycodone,Sedation,10039897,Theoretical,792263,1124957
218221,loxapine,oxycodone,Syncope,10042772,Theoretical,792263,1124957
218257,loxapine,hydromorphone,Cognitive disorder,10057668,Theoretical,792263,1126658
218293,loxapine,hydromorphone,Hypotension,10021097,Theoretical,792263,1126658
218329,loxapine,hydromorphone,Sedation,10039897,Theoretical,792263,1126658
218365,loxapine,hydromorphone,Syncope,10042772,Theoretical,792263,1126658
218401,loxapine,promethazine,Cognitive disorder,10057668,Theoretical,792263,1153013
218437,loxapine,promethazine,Respiratory depression,10038678,Theoretical,792263,1153013
218473,loxapine,promethazine,Hypotension,10021097,Theoretical,792263,1153013
218509,loxapine,promethazine,Sedation,10039897,Theoretical,792263,1153013
218545,loxapine,promethazine,Syncope,10042772,Theoretical,792263,1153013
218581,loxapine,dihydrocodeine,Cognitive disorder,10057668,Theoretical,792263,1189596
218611,loxapine,dihydrocodeine,Hypotension,10021097,Theoretical,792263,1189596
218641,loxapine,dihydrocodeine,Sedation,10039897,Theoretical,792263,1189596
218671,loxapine,dihydrocodeine,Syncope,10042772,Theoretical,792263,1189596
218701,loxapine,codeine,Cognitive disorder,10057668,Theoretical,792263,1201620
218737,loxapine,codeine,Hypotension,10021097,Theoretical,792263,1201620
218773,loxapine,codeine,Sedation,10039897,Theoretical,792263,1201620
218809,loxapine,codeine,Syncope,10042772,Theoretical,792263,1201620
218845,loxapine,methotrimeprazine,Cognitive disorder,10057668,Theoretical,792263,19005147
218869,loxapine,methotrimeprazine,Respiratory depression,10038678,Theoretical,792263,19005147
218893,loxapine,methotrimeprazine,Sedation,10039897,Theoretical,792263,19005147
218917,loxapine,methotrimeprazine,Syncope,10042772,Theoretical,792263,19005147
218941,loxapine,trimeprazine,Cognitive disorder,10057668,Theoretical,792263,19005570
218965,loxapine,trimeprazine,Respiratory depression,10038678,Theoretical,792263,19005570
218989,loxapine,trimeprazine,Hypotension,10021097,Theoretical,792263,19005570
219013,loxapine,trimeprazine,Sedation,10039897,Theoretical,792263,19005570
219037,loxapine,trimeprazine,Syncope,10042772,Theoretical,792263,19005570
219061,loxapine,nitrazepam,Cognitive disorder,10057668,Theoretical,792263,19020021
219085,loxapine,nitrazepam,Respiratory depression,10038678,Theoretical,792263,19020021
219109,loxapine,nitrazepam,Hypotension,10021097,Theoretical,792263,19020021
219133,loxapine,nitrazepam,Sedation,10039897,Theoretical,792263,19020021
219157,loxapine,nitrazepam,Syncope,10042772,Theoretical,792263,19020021
219181,loxapine,zopiclone,Cognitive disorder,10057668,Theoretical,792263,19044883
219205,loxapine,zopiclone,Respiratory depression,10038678,Theoretical,792263,19044883
219229,loxapine,zopiclone,Hypotension,10021097,Theoretical,792263,19044883
219253,loxapine,zopiclone,Sedation,10039897,Theoretical,792263,19044883
219277,loxapine,zopiclone,Syncope,10042772,Theoretical,792263,19044883
219301,loxapine,clobazam,Cognitive disorder,10057668,Theoretical,792263,19050832
219325,loxapine,clobazam,Respiratory depression,10038678,Theoretical,792263,19050832
219349,loxapine,clobazam,Hypotension,10021097,Theoretical,792263,19050832
219373,loxapine,clobazam,Sedation,10039897,Theoretical,792263,19050832
219397,loxapine,clobazam,Syncope,10042772,Theoretical,792263,19050832
219421,loxapine,amisulpride,Cognitive disorder,10057668,Theoretical,792263,19057607
219445,loxapine,amisulpride,Respiratory depression,10038678,Theoretical,792263,19057607
219469,loxapine,amisulpride,Hypotension,10021097,Theoretical,792263,19057607
219493,loxapine,amisulpride,Sedation,10039897,Theoretical,792263,19057607
219517,loxapine,amisulpride,Syncope,10042772,Theoretical,792263,19057607
219541,loxapine,dexmedetomidine,Cognitive disorder,10057668,Theoretical,792263,19061088
219571,loxapine,dexmedetomidine,Respiratory depression,10038678,Theoretical,792263,19061088
219601,loxapine,dexmedetomidine,Hypotension,10021097,Theoretical,792263,19061088
219631,loxapine,dexmedetomidine,Sedation,10039897,Theoretical,792263,19061088
219661,loxapine,dexmedetomidine,Syncope,10042772,Theoretical,792263,19061088
219691,loxapine,sulpiride,Cognitive disorder,10057668,Theoretical,792263,19136626
219715,loxapine,sulpiride,Respiratory depression,10038678,Theoretical,792263,19136626
219739,loxapine,sulpiride,Sedation,10039897,Theoretical,792263,19136626
219763,loxapine,sulpiride,Syncope,10042772,Theoretical,792263,19136626
219787,loxapine,perampanel,Cognitive disorder,10057668,Theoretical,792263,42904177
219811,loxapine,perampanel,Respiratory depression,10038678,Theoretical,792263,42904177
219835,loxapine,perampanel,Hypotension,10021097,Theoretical,792263,42904177
219859,loxapine,perampanel,Sedation,10039897,Theoretical,792263,42904177
219883,loxapine,perampanel,Syncope,10042772,Theoretical,792263,42904177
219907,loxapine,chlorpromazine,Cognitive disorder,10057668,Theoretical,792263,794852
219937,loxapine,chlorpromazine,Respiratory depression,10038678,Theoretical,792263,794852
219967,loxapine,chlorpromazine,Sedation,10039897,Theoretical,792263,794852
219997,loxapine,chlorpromazine,Syncope,10042772,Theoretical,792263,794852
220027,loxapine,clomipramine,Cognitive disorder,10057668,Theoretical,792263,798834
220057,loxapine,clomipramine,Respiratory depression,10038678,Theoretical,792263,798834
220087,loxapine,clomipramine,Sedation,10039897,Theoretical,792263,798834
220117,loxapine,clomipramine,Syncope,10042772,Theoretical,792263,798834
220147,loxapine,clonazepam,Cognitive disorder,10057668,Theoretical,792263,798874
220171,loxapine,clonazepam,Respiratory depression,10038678,Theoretical,792263,798874
220195,loxapine,clonazepam,Hypotension,10021097,Theoretical,792263,798874
220219,loxapine,clonazepam,Sedation,10039897,Theoretical,792263,798874
220243,loxapine,clonazepam,Syncope,10042772,Theoretical,792263,798874
220267,loxapine,clozapine,Cognitive disorder,10057668,Theoretical,792263,800878
220291,loxapine,clozapine,Respiratory depression,10038678,Theoretical,792263,800878
220315,loxapine,clozapine,Sedation,10039897,Theoretical,792263,800878
220339,loxapine,clozapine,Syncope,10042772,Theoretical,792263,800878
220363,loxapine,chlordiazepoxide,Cognitive disorder,10057668,Theoretical,792263,990678
220393,loxapine,chlordiazepoxide,Respiratory depression,10038678,Theoretical,792263,990678
220423,loxapine,chlordiazepoxide,Hypotension,10021097,Theoretical,792263,990678
220453,loxapine,chlordiazepoxide,Sedation,10039897,Theoretical,792263,990678
220483,loxapine,chlordiazepoxide,Syncope,10042772,Theoretical,792263,990678
220513,methylphenidate,linezolid,Musculoskeletal stiffness,10052904,Theoretical,705944,1736887
220533,methylphenidate,linezolid,Hypertensive crisis,10020802,Theoretical,705944,1736887
220553,methylphenidate,linezolid,Palpitations,10033557,Theoretical,705944,1736887
220573,methylphenidate,linezolid,Headache,10019211,Theoretical,705944,1736887
220593,methylphenidate,moclobemide,Musculoskeletal stiffness,10052904,Theoretical,705944,19010652
220613,methylphenidate,moclobemide,Palpitations,10033557,Theoretical,705944,19010652
220633,methylphenidate,moclobemide,Headache,10019211,Theoretical,705944,19010652
220653,methylphenidate,phenelzine,Musculoskeletal stiffness,10052904,Theoretical,705944,733896
